

### analyze	Num_calls 1	Total_time 1.50264	Total_CpuTime 0.31	Total malloc-M 2
1	File:run_lint.tcl::20	Time:1.50264	CpuTime:0.31	 Malloc-MB:2
95	File:/tools/Synopsys/vc_static/X-2025.06/auxx/monet/tcl/GuideWare/block/initial_rtl/lint/lint_rtl_enhanced.tcl::38	Time:0.007724	CpuTime:0.01	 Malloc-MB:0
96	File:/tools/Synopsys/vc_static/X-2025.06/auxx/monet/tcl/GuideWare/block/initial_rtl/lint/lint_rtl_enhanced.tcl::169	Time:0.007711	CpuTime:0.01	 Malloc-MB:0
97	File:/tools/Synopsys/vc_static/X-2025.06/auxx/monet/tcl/GuideWare/block/initial_rtl/lint/lint_rtl_enhanced.tcl::144	Time:0.007709	CpuTime:0.00	 Malloc-MB:0
98	File:/tools/Synopsys/vc_static/X-2025.06/auxx/monet/tcl/GuideWare/block/initial_rtl/lint/lint_rtl_enhanced.tcl::171	Time:0.007701	CpuTime:0.01	 Malloc-MB:0
99	File:/tools/Synopsys/vc_static/X-2025.06/auxx/monet/tcl/GuideWare/block/initial_rtl/lint/lint_rtl_enhanced.tcl::162	Time:0.007691	CpuTime:0.01	 Malloc-MB:0
100	File:/tools/Synopsys/vc_static/X-2025.06/auxx/monet/tcl/GuideWare/block/initial_rtl/lint/lint_rtl_enhanced.tcl::125	Time:0.00768	CpuTime:0.01	 Malloc-MB:0
101	File:/tools/Synopsys/vc_static/X-2025.06/auxx/monet/tcl/GuideWare/block/initial_rtl/lint/lint_rtl_enhanced.tcl::7	Time:0.007668	CpuTime:0.01	 Malloc-MB:0

### create_proc_command	Num_calls 249	Total_time 0.030563	Total_CpuTime 0.02	Total malloc-M 1

### elaborate	Num_calls 1	Total_time 5.4162	Total_CpuTime 3.27	Total malloc-M 44
1	File:run_lint.tcl::24	Time:5.4162	CpuTime:3.27	 Malloc-MB:44

### fv_update_command_consistency_flow	Num_calls 1	Total_time 0.000837	Total_CpuTime 0	Total malloc-M 0

### get_message_db_ptr	Num_calls 1	Total_time 3.2e-05	Total_CpuTime 0	Total malloc-M 0

### get_report_db_ptr	Num_calls 1	Total_time 3.2e-05	Total_CpuTime 0	Total malloc-M 0

### infer_setup	Num_calls 2	Total_time 0.062935	Total_CpuTime 0.07	Total malloc-M 0
1	File:run_lint.tcl::27	Time:0.052366	CpuTime:0.06	 Malloc-MB:0
2	File:run_lint.tcl::27	Time:0.010569	CpuTime:0.01	 Malloc-MB:0

### rename_tag	Num_calls 1	Total_time 0.013663	Total_CpuTime 0.01	Total malloc-M -2
1	File:run_lint.tcl::11	Time:0.013663	CpuTime:0.01	 Malloc-MB:-2

### restore_session	Num_calls 1	Total_time 0.000204	Total_CpuTime 0	Total malloc-M 0

### save_db	Num_calls 1	Total_time 0.083178	Total_CpuTime 0	Total malloc-M 0
1	File:run_lint.tcl::11	Time:0.083178	CpuTime:0.00	 Malloc-MB:0

### start_gui	Num_calls 1	Total_time 0.000234	Total_CpuTime 0	Total malloc-M 0

 ****************************Shell commands Recording************************
MasterSourceFile run_lint.tcl


 ****************************ThreadTask Recording************************
Thread: CommonMgr Time: 0(s) Mem: 0(KB) MaxSize: 0
Thread: ReportDb Time: 0.539184(s) Mem: 2224(KB) MaxSize: 310


 ****************************ProcessTask Recording************************

 Task : VCS Analyzer Task
 args: sh,-c,$VCS_HOME/bin/vlogan  -kdb=common_elab /home/ltthinh/PSRAM_CTRL/lint/vc_static/vcst_rtdb/.internal/design/undef_vcs.v -Xvd_opts=-silent,+disable_message+C00373,-ssy,-ssv,-ssz -file /home/ltthinh/PSRAM_CTRL/lint/vc_static/vcst_rtdb/.internal/design/analyzeCmd1 -kdb=incopt  -Xufe=parallel:incrdump  -full64  -libfile_opt 
 file: run_lint.tcl line: 20
 Start Time: 2026-06-07 17:14:56, CpuTime: 5.43
 End Time: 2026-06-07 17:14:58, CpuTime: 5.63

 Task : BUILTIN_CHECKS AND LINT_PRE_SYNTH_CHECKS
 args: sh,-c,/tools/Synopsys/vc_static/X-2025.06/SG_COMPAT/SPYGLASS_HOME/bin/spyglass -project /home/ltthinh/PSRAM_CTRL/lint/vc_static/vcst_rtdb/.internal/spyglass/vc_lint0.prj -goal VC_GOAL0 -batch > /dev/null
 file: run_lint.tcl line: 24
 Start Time: 2026-06-07 17:14:59, CpuTime: 6.68
 End Time: 2026-06-07 17:15:10, CpuTime: 16.39

 Task : VCS Elaborater Task
 args: sh,-c,$VCS_HOME/bin/vcs -file /home/ltthinh/PSRAM_CTRL/lint/vc_static/vcst_rtdb/.internal/design/elaborateCmd -Xvcstatic_extns=0x4  -Xvcstatic_extns=0x100  +warn=noSM_CCE  -suppress=SM_BB_LIST  -suppress=SM_UM_LIST  -units  -error=IRRIPS  -kdb=common_elab  -Xufe=parallel:incrdump  -kdb=incopt  +warn=noKDB-ELAB-E  -Xverdi_elab_opts=-saveLevel  -verdi_opts "-logdir /home/ltthinh/PSRAM_CTRL/lint/vc_static/vcst_rtdb/verdi/elabcomLog " -Xvd_opts=,-ssy,-ssv,-ssz,-silent,+disable_message+C00373, -full64 
 file: run_lint.tcl line: 24
 Start Time: 2026-06-07 17:14:59, CpuTime: 6.68
 End Time: 2026-06-07 17:15:03, CpuTime: 8.92


 **************************** Command Stats (without vnrstat) ************************
### VnrEntry 2026-06-07 17:14:51
	compress_hdl	Num_calls 1	Total_time 0.558872	Total_CpuTime 0.56	Total malloc-M 3
	compress_violations	Num_calls 1	Total_time 0.558753	Total_CpuTime 0.56	Total malloc-M 3
	configure_reset_propagation	Num_calls 1	Total_time 0.00019	Total_CpuTime 0	Total malloc-M 0
	configure_sgbuiltin_load	Num_calls 1	Total_time 5.4e-05	Total_CpuTime 0	Total malloc-M 0
	configure_tag	Num_calls 2	Total_time 0.039377	Total_CpuTime 0.04	Total malloc-M 5
	create_proc_command	Num_calls 249	Total_time 0.030563	Total_CpuTime 0.02	Total malloc-M 1
	fv_update_command_consistency_flow	Num_calls 1	Total_time 0.000837	Total_CpuTime 0	Total malloc-M 0
	get_message_db_ptr	Num_calls 1	Total_time 3.2e-05	Total_CpuTime 0	Total malloc-M 0
	get_report_db_ptr	Num_calls 1	Total_time 3.2e-05	Total_CpuTime 0	Total malloc-M 0
	restore_session	Num_calls 1	Total_time 0.000204	Total_CpuTime 0	Total malloc-M 0
### VnrEntry 2026-06-07 17:14:52
	save_db	Num_calls 1	Total_time 0.083178	Total_CpuTime 0	Total malloc-M 0
### VnrEntry 2026-06-07 17:14:53
	configure_console_messages	Num_calls 1	Total_time 0.991965	Total_CpuTime 0.99	Total malloc-M 1
	configure_lint_methodology	Num_calls 1	Total_time 7.4e-05	Total_CpuTime 0	Total malloc-M 0
	configure_lint_setup	Num_calls 1	Total_time 2.56374	Total_CpuTime 1.73	Total malloc-M 9
	configure_lint_tag_parameter	Num_calls 31	Total_time 0.149889	Total_CpuTime 0.12	Total malloc-M 2
	configure_sgbuiltin_load	Num_calls 1	Total_time 0.860221	Total_CpuTime 0.66	Total malloc-M 6
	configure_tag	Num_calls 151	Total_time 1.28025	Total_CpuTime 1.23	Total malloc-M 11
	rename_tag	Num_calls 1	Total_time 0.013663	Total_CpuTime 0.01	Total malloc-M -2
### VnrEntry 2026-06-07 17:14:58
	analyze	Num_calls 1	Total_time 1.50264	Total_CpuTime 0.31	Total malloc-M 2
### VnrEntry 2026-06-07 17:15:03
	elaborate	Num_calls 1	Total_time 5.4162	Total_CpuTime 3.27	Total malloc-M 44
### VnrEntry 2026-06-07 17:15:04
	configure_infer_setup_start_pts	Num_calls 1	Total_time 0.000144	Total_CpuTime 0	Total malloc-M 0
	configure_reset_propagation	Num_calls 1	Total_time 0.000302	Total_CpuTime 0	Total malloc-M 0
	infer_setup	Num_calls 2	Total_time 0.062935	Total_CpuTime 0.07	Total malloc-M 0
### VnrEntry 2026-06-07 17:15:10
	check_lint	Num_calls 1	Total_time 6.93632	Total_CpuTime 7.44	Total malloc-M 3
	start_gui	Num_calls 1	Total_time 0.000234	Total_CpuTime 0	Total malloc-M 0
